Book,#,Name,Ingredient,Idx,Category,Type,Page,Stock,,
Welcome Home,2602,Emerald City,Bitter Truth celery bitters,,Bitters (Celery),,,,,
Welcome Home,2603,Emerald City,absinthe,,Absinthe,,,3,,
Welcome Home,2604,Emerald City,1 apple fan,,Fruit (Apple),,,2,,
Welcome Home,2605,,,,,,,,,
Welcome Home,2606,Faded Memories,Asahiyama Junmai sake,,Sake (Junmai),,,,,
Welcome Home,2607,Faded Memories,Beniotome shochu,,Shochu (Sesame),,,,,
Welcome Home,2608,Faded Memories,Mathilde Poire pear liqueur,,Liqueur (Pear),,,,,
Welcome Home,2609,Faded Memories,Trimbach Mirabelle plum eau-de-vie,,Eau-de-vie (Plum),,,,,
Welcome Home,2610,Faded Memories,Laphroaig 10-year scotch,,Whisky (Scotch) (Islay),,,3,,
Welcome Home,2611,Faded Memories,House Orange Bitters ,,Bitters (Orange),,,3,,
Welcome Home,2612,,,,,,,,,
Welcome Home,2613,Fashion District,Tyrconnell single malt Irish whiskey,,Whiskey (Irish),,,2,,
Welcome Home,2614,Fashion District,Rittenhouse rye,,Whiskey (Rye),,,3,,
Welcome Home,2615,Fashion District,Cappelletti Vino Aperitivo,,Amaro (Aperitivo) (Cappelletti),,,,,
Welcome Home,2616,Fashion District,Carpano Antica Formula vermouth,,Vermouth (Sweet),,,3,,
Welcome Home,2617,Fashion District,Dupont Aigre Doux,,Cider (Apple),,,,,
Welcome Home,2618,Fashion District,Angostura bitters,,Bitters (Aromatic),,,3,,
Welcome Home,2619,Fashion District,1 lemon twist,,Citrus (Lemon),,,3,,
Welcome Home,2620,,,,,,,,,
Welcome Home,2621,Fault Line,Linie aquavit,,Aquavit (Aged),,,,,
Welcome Home,2622,Fault Line,Cocchi vermouth di Torino,,Vermouth (Sweet),,,3,,
Welcome Home,2623,Fault Line,Cynar,,Amaro (Carciofo) (Cynar),,,3,,
Welcome Home,2624,Fault Line,Reisetbauer carrot eau-de-vie,,Eau-de-vie (Carrot),,,,,
Welcome Home,2625,Fault Line,1 orange twist,,Citrus (Orange),,,3,,
Welcome Home,2626,,,,,,,,,
Welcome Home,2627,Five Points,Ocho reposado tequila,,Agave (Tequila) (Reposado),,,,,
Welcome Home,2628,Five Points,Del Maguey Vida mezcal,,Agave (Mezcal),,,3,,
Welcome Home,2629,Five Points,Punt e Mes,,Vermouth (Sweet),,,3,,
Welcome Home,2630,Five Points,Amaro Nardini,,Amaro (Medium) (Nardini),,,,,
Welcome Home,2631,Five Points,Don Ciccio & Figli Nocino,,Liqueur (Nocino),,,,,
Welcome Home,2632,Five Points,Bittermens Xocolatl mole bitters,,Bitters (Mole),,,3,,
Welcome Home,2633,Five Points,1 orange twist,,Citrus (Orange),,,3,,
Welcome Home,2634,,,,,,,,,
Welcome Home,2635,Foxtrot,Sombra mezcal,,Agave (Mezcal),,,3,,3
Welcome Home,2636,Foxtrot,Olmeca Altos Blanco tequila,,Agave (Tequila) (Blanco),,,3,,3
Welcome Home,2637,Foxtrot,Giffard menthe-pastille,,Liqueur (Mint),,,,,3
Welcome Home,2638,Foxtrot,Dolin dry vermouth,,Vermouth (Dry),,,3,,3
Welcome Home,2639,Foxtrot,Dolin blanc vermouth,,Vermouth (Blanc),,,2,,3
Welcome Home,2640,Foxtrot,1 lemon twist,,Citrus (Lemon),,,3,,3
Welcome Home,2641,,,,,,,,,
Welcome Home,2642,Frostbite,Gilles Brisson Pineau des Charentes,,Pineau des Charentes,,,,,
Welcome Home,2643,Frostbite,Rhine Hall apple eau-de-vie,,Eau-de-vie (Apple),,,,,
Welcome Home,2644,Frostbite,Giffard menthe-pastille,,Liqueur (Mint),,,,,
Welcome Home,2645,Frostbite,absinthe,,Absinthe,,,3,,
Welcome Home,2646,,,,,,,,,
Welcome Home,2647,Fuligin,El Dorado 15 Year,,Rum (Demerara),,,3,,
Welcome Home,2648,Fuligin,Cruzan Blackstrap,,Rum (Black strap),,,3,,
Welcome Home,2649,Fuligin,Amaro Averna,,Amaro (Medium),,,,,
Welcome Home,2650,Fuligin,Lustau Pedro Ximénez sherry,,Sherry (Pedro Ximénez),,,,,
Welcome Home,2651,Fuligin,Smith & Cross Jamaica rum,,Rum (Jamaican) (Overproof),,,3,,
Welcome Home,2652,Fuligin,Clément Créole Shrubb,,Liqueur (Orange),,,3,,
Welcome Home,2653,Fuligin,Bitter End Moroccan bitters,,Bitters (Moroccan),,,,,
Welcome Home,2654,Fuligin,1 orange twist,,Citrus (Orange),,,3,,
Welcome Home,2655,,,,,,,,,
Welcome Home,2656,Game Loves Game,cucumber slices,,Cucumber,,,,,
Welcome Home,2657,Game Loves Game,Perry’s Tot Navy Strength gin,,Gin (London dry) (Navy Strength),,,,,
Welcome Home,2658,Game Loves Game,dry white wine,,Wine (White),,,2,,
Welcome Home,2659,Game Loves Game,Dolin dry vermouth,,Vermouth (Dry),,,3,,
Welcome Home,2660,Game Loves Game,Bonal Gentiane-Quina,,Apéritif (Bonal Gentiane-Quina),,,3,,
Welcome Home,2661,Game Loves Game,green Chartreuse,,Chartreuse (Green),,,3,,
Welcome Home,2662,Game Loves Game,Honey Syrup ,,Syrup (Honey),,,3,,
Welcome Home,2663,Game Loves Game,rose water,,Water (Rose),,,,,
Welcome Home,2664,Game Loves Game,1 cucumber ribbon on a skewer,,Cucumber,,,,,
Welcome Home,2665,,,,,,,,,
Welcome Home,2666,The Golden Bough,Louis Roque La Vieille prune eau-de-vie,,Eau-de-vie (Plum) (Aged),,,,,
Welcome Home,2667,The Golden Bough,Elijah Craig 12-year bourbon,,Whiskey (Bourbon),,,2,,
Welcome Home,2668,The Golden Bough,Cocchi vermouth di Torino,,Vermouth (Sweet),,,3,,
Welcome Home,2669,The Golden Bough,Nux Alpina walnut liqueur,,Liqueur (Walnut),,,,,
Welcome Home,2670,The Golden Bough,absinthe,,Absinthe,,,3,,
Welcome Home,2671,The Golden Bough,Angostura bitters,,Bitters (Aromatic),,,3,,
Welcome Home,2672,The Golden Bough,1 orange twist,,Citrus (Orange),,,3,,
Welcome Home,2673,,,,,,,,,
Welcome Home,2674,Home Stretch,Tapatío Anejo tequila,,Agave (Tequila) (Anejo),,,,,
Welcome Home,2675,Home Stretch,Domaine du Manoir de Montreuil Reserve,,Brandy (Apple),,,3,,
Welcome Home,2676,Home Stretch,Carpano Antica Formula vermouth,,Vermouth (Sweet),,,3,,
Welcome Home,2677,Home Stretch,Vanilla Syrup ,,Syrup (Vanilla),,,2,,
Welcome Home,2678,Home Stretch,Terra Spice root beer extract,,Extract (Root beer),,,,,
Welcome Home,2679,Home Stretch,Miracle Mile pecan bitters,,Bitters (Pecan),,,,,
Welcome Home,2680,Home Stretch,1 orange twist,,Citrus (Orange),,,3,,
Welcome Home,2681,,,,,,,,,
Welcome Home,2682,Hummingbird,Dorothy Parker gin,,Gin (Contemporary),,,3,,
Welcome Home,2683,Hummingbird,Kamoizumi umeshu,,Umeshu,,,,,
Welcome Home,2684,Hummingbird,Trimbach Mirabelle plum eau-de-vie,,Eau-de-vie (Plum),,,,,
Welcome Home,2685,Hummingbird,Dolin Génépy des Alpes liqueur,,Liqueur (Génépy),,,,,
Welcome Home,2686,Hummingbird,Cane Sugar Syrup ,,Syrup (Cane),,,3,,
Welcome Home,2687,Hummingbird,1 umeboshi plum,,Fruit (Umeboshi plum),,,,,
Welcome Home,2688,,,,,,,,,
Welcome Home,2689,Hunt & Peck,Rittenhouse rye,,Whiskey (Rye),,,3,,2
Welcome Home,2690,Hunt & Peck,Sombra mezcal,,Agave (Mezcal),,,3,,2
Welcome Home,2691,Hunt & Peck,Carpano Antica Formula vermouth,,Vermouth (Sweet),,,3,,2
Welcome Home,2692,Hunt & Peck,Amaro Averna,,Amaro (Medium),,,,,2
Welcome Home,2693,Hunt & Peck,Campari,,Amaro (Aperitivo) (Campari),,,3,,2
Welcome Home,2694,Hunt & Peck,1 orange twist and 1 brandied cherry,,Citrus (Orange) and Fruit (Cherry),,,3,,2
Welcome Home,2695,,,,,,,,,
Welcome Home,2696,Idyllwild,Craft Distillers DSP CA 162 vodka,,Vodka,,,2,,
Welcome Home,2697,Idyllwild,Silver Needle Tea–Infused Dolin Blanc Vermouth ,,Vermouth (Blanc) (Infusion : Silver Needle Tea),Infusion,,,,
Welcome Home,2698,Idyllwild,Ransom Gewürztraminer grappa,,Eau-de-vie (Grape) (Grappa),,,,,
Welcome Home,2699,Idyllwild,Miracle Mile cucumber/orris root bitters,,Bitters (Cucumber and Orris root),,,,,
Welcome Home,2700,Idyllwild,1 cucumber slice,,Cucumber,,,,,
Welcome Home,2701,,,,,,,,,
Welcome Home,2702,Ink & Dagger,Rittenhouse rye,,Whiskey (Rye),,,3,,3
Welcome Home,2703,Ink & Dagger,Laird’s bonded apple brandy,,Brandy (Apple),,,3,,3
Welcome Home,2704,Ink & Dagger,Maurin Quina,,Apéritif (Maurin Quina),,,,3,3
Welcome Home,2705,Ink & Dagger,Carpano Antica Formula vermouth,,Vermouth (Sweet),,,3,,3
Welcome Home,2706,Ink & Dagger,Amaro Nardini,,Amaro (Medium) (Nardini),,,,3,3
Welcome Home,2707,Ink & Dagger,Bénédictine,,Liqueur (Bénédictine),,,3,,3
Welcome Home,2708,Ink & Dagger,Peychaud’s bitters,,Bitters (Peychaud's),,,3,,3
Welcome Home,2709,Ink & Dagger,Bitter Truth aromatic bitters,,Bitters (Aromatic),,,3,,3
Welcome Home,2710,Ink & Dagger,1 orange twist,,Citrus (Orange),,,3,,3
Welcome Home,2711,,,,,,,,,
Welcome Home,2712,Ipswitch,Plymouth gin,,Gin (Plymouth),,,3,,3
Welcome Home,2713,Ipswitch,Träkal,,Spirit (Träkal),,,,2,3
Welcome Home,2714,Ipswitch,Cocchi Americano,,Apéritif (Cocchi Americano),,,3,,3
Welcome Home,2715,Ipswitch,Suze,,Liqueur (Suze),,,3,,3
Welcome Home,2716,Ipswitch,St-Germain elderflower liqueur,,Liqueur (Elderflower),,,3,,3
Welcome Home,2717,Ipswitch,1 lemon twist,,Citrus (Lemon),,,3,,3
Welcome Home,2718,,,,,,,,,
Welcome Home,2719,Irish Wristwatch,Redbreast 12-year Irish whiskey,,Whiskey (Irish),,,2,,
Welcome Home,2720,Irish Wristwatch,Louis Roque La Vieille prune eau-de-vie,,Eau-de-vie (Plum) (Aged),,,,,
Welcome Home,2721,Irish Wristwatch,Punt e Mes,,Vermouth (Sweet),,,3,,
Welcome Home,2722,Irish Wristwatch,Amaro Nonino,,Amaro (Light) (Nonino),,,,,
Welcome Home,2723,,,,,,,,,
Welcome Home,2724,Iron Path,Manos Negras Malbec,,Wine (Malbec),,,,,3
Welcome Home,2725,Iron Path,Amaro Pasubio,,Amaro (Pasubio),,,,3,3
Welcome Home,2726,Iron Path,El Dorado 8 Year,,Rum (Demerara),,,3,,3
Welcome Home,2727,Iron Path,Cinnamon Syrup ,,Syrup (Cinnamon),,,3,,3
Welcome Home,2728,Iron Path,Angostura bitters,,Bitters (Aromatic),,,3,,3
Welcome Home,2729,Iron Path,"1 orange half wheel and 2 raspberries and/or blackberries on a skewer, 1 cinnamon stick",,"Citrus (Orange), Fruit (Berry) and Spice (Cinnamon)",,,3,,3
Welcome Home,2730,,,,,,,,,
Welcome Home,2731,Jewel Thief,Amrut cask-strength single malt Indian whisky,,Whisky (Malt) (Indian),,,,,
Welcome Home,2732,Jewel Thief,Henriques & Henriques rainwater madeira,,Wine (Madeira),,,,,
Welcome Home,2733,Jewel Thief,Galliano Ristretto,,Liqueur (Coffee),,,,,
Welcome Home,2734,Jewel Thief,Giffard Crème de Fruits de la Passion,,Liqueur (Passion fruit),,,,,
Welcome Home,2735,Jewel Thief,Scrappy’s cardamom bitters,,Bitters (Cardamom),,,,,
Welcome Home,2736,Jewel Thief,1 orange twist,,Citrus (Orange),,,3,,
Welcome Home,2737,,,,,,,,,
Welcome Home,2738,Kissy Suzuki,Mizu lemongrass shochu,,Shochu (Lemongrass),,,,,
Welcome Home,2739,Kissy Suzuki,St. George All-Purpose vodka,,Vodka,,,2,,
Welcome Home,2740,Kissy Suzuki,Cocchi Americano,,Apéritif (Cocchi Americano),,,3,,
Welcome Home,2741,Kissy Suzuki,Luxardo maraschino liqueur,,Liqueur (Maraschino Cherry),,,3,,
Welcome Home,2742,Kissy Suzuki,kirschwasser,,Eau-de-vie (Cherry),,,,,
Welcome Home,2743,Kissy Suzuki,House Orange Bitters ,,Bitters (Orange),,,3,,
Welcome Home,2744,Kissy Suzuki,absinthe,,Absinthe,,,3,,
Welcome Home,2745,,,,,,,,,
Welcome Home,2746,La Dispute,Damoiseau VSOP rhum,,Rum (Agricole),,,3,,3
Welcome Home,2747,La Dispute,Dupont Fine Reserve calvados,,Brandy (Apple),,,3,,3
Welcome Home,2748,La Dispute,Pasquet Pineau des Charentes,,Pineau des Charentes,,,,,3
Welcome Home,2749,La Dispute,Leopold Bros. New York sour apple liqueur,,Liqueur (Sour apple),,,,,3
Welcome Home,2750,La Dispute,Dolin Génépy des Alpes liqueur,,Liqueur (Génépy),,,,,3
Welcome Home,2751,La Dispute,1 dehydrated apple slice,,Fruit (Apple),,,2,,3
Welcome Home,2752,,,,,,,,,
Welcome Home,2753,Lamplighter,Bowmore 12-year scotch,,Whisky (Scotch) (Islay),,,3,,
Welcome Home,2754,Lamplighter,Cocchi vermouth di Torino,,Vermouth (Sweet),,,3,,
Welcome Home,2755,Lamplighter,Reisetbauer carrot eau-de-vie,,Eau-de-vie (Carrot),,,,,
Welcome Home,2756,Lamplighter,Pierre Ferrand dry curaçao,,Liqueur (Orange),,,3,,
Welcome Home,2757,Lamplighter,Bitter End Moroccan bitters,,Bitters (Moroccan),,,,,
Welcome Home,2758,Lamplighter,1 orange twist,,Citrus (Orange),,,3,,
Welcome Home,2759,,,,,,,,,
Welcome Home,2760,Life on Mars,Barrell Dovetail whiskey,,"Whiskey (Rum, Port and Cabernet Finish)",,,,,
Welcome Home,2761,Life on Mars,Taylor Fladgate ruby port,,Wine (Port),,,,,
Welcome Home,2762,Life on Mars,Carpano Antica Formula vermouth,,Vermouth (Sweet),,,3,,
Welcome Home,2763,Life on Mars,Kronan Swedish Punsch,,Liqueur (Punsch),,,,,
Welcome Home,2764,Life on Mars,Miracle Mile Redeye bitters,,Bitters (Redeye),,,,,
Welcome Home,2765,Life on Mars,1 brandied cherry,,Fruit (Cherry),,,3,,
Welcome Home,2766,,,,,,,,,
Welcome Home,2767,Lightning Rod,Siembra Valles Ancestral tequila,,Agave (Tequila) (Blanco),,,3,,2
Welcome Home,2768,Lightning Rod,Cocchi vermouth di Torino,,Vermouth (Sweet),,,3,,2
Welcome Home,2769,Lightning Rod,Campari,,Amaro (Aperitivo) (Campari),,,3,,2
Welcome Home,2770,Lightning Rod,Marie Brizard white crème de cacao,,Liqueur (Cacao),,,,,2
Welcome Home,2771,Lightning Rod,Giffard Crème de Fruits de la Passion,,Liqueur (Passion fruit),,,,,2
Welcome Home,2772,Lightning Rod,1 orange twist,,Citrus (Orange),,,3,,2
Welcome Home,2773,,,,,,,,,
Welcome Home,2774,Marie Paradis,Pierre Ferrand 1840 cognac,,Brandy (Grape),,,3,,
Welcome Home,2775,Marie Paradis,Dolin blanc vermouth,,Vermouth (Blanc),,,2,,
Welcome Home,2776,Marie Paradis,Pasquet Marie-Framboise,,Liqueur (Raspberry),,,,,
Welcome Home,2777,Marie Paradis,Neige apple ice wine,,Apéritif (Lillet blanc),,,3,,
Welcome Home,2778,Marie Paradis,Cane Sugar Syrup ,,Syrup (Cane),,,3,,
Welcome Home,2779,,,,,,,,,
Welcome Home,2780,Modern Lovers,Charles Fournier Riesling,,Wine (Riesling),,,,,
Welcome Home,2781,Modern Lovers,Cocchi Americano,,Apéritif (Cocchi Americano),,,3,,
Welcome Home,2782,Modern Lovers,Dupont Fine Reserve calvados,,Brandy (Apple),,,3,,
Welcome Home,2783,Modern Lovers,Strega,,Liqueur (Strega),,,,,
Welcome Home,2784,Modern Lovers,Angostura bitters,,Bitters (Aromatic),,,3,,
Welcome Home,2785,Modern Lovers,1 lemon twist,,Citrus (Lemon),,,3,,
Welcome Home,2786,,,,,,,,,
Welcome Home,2787,Negroni (Standing Room),Cimarron Blanco tequila,,Agave (Tequila) (Blanco),,,3,,
Welcome Home,2788,Negroni (Standing Room),Aperol,,Amaro (Aperitivo) (Aperol),,,,,
Welcome Home,2789,Negroni (Standing Room),Dolin blanc vermouth,,Vermouth (Blanc),,,2,,
Welcome Home,2790,Negroni (Standing Room),Rhine Hall mango brandy,,Eau-de-vie (Mango),,,,,
Welcome Home,2791,Negroni (Standing Room),fresh cucumber juice,,Juice (Cucumber),,,,,
Welcome Home,2792,Negroni (Standing Room),1 coriander flower,,Herb (Coriander),,,,,
Welcome Home,2793,,,,,,,,,
Welcome Home,2794,New Beat,Siembra Azul Blanco tequila,,Agave (Tequila) (Blanco),,,3,,3
Welcome Home,2795,New Beat,Rhum J.M White 100 proof,,Rum (Agricole) (Unaged),,,3,,3
Welcome Home,2796,New Beat,Don Ciccio & Figli Finocchietto fennel liqueur,,Liqueur (Fennel),,,,3,3
Welcome Home,2797,New Beat,Cocchi Americano,,Apéritif (Cocchi Americano),,,3,,3
Welcome Home,2798,New Beat,green Chartreuse,,Chartreuse (Green),3,,,,3
Welcome Home,2799,New Beat,Bitter Truth celery bitters,,Bitters (Celery),,,,,3
Welcome Home,2800,New Beat,1 lemon twist,,Citrus (Lemon),,,3,,3
Welcome Home,2801,,,,,,,,,
Welcome Home,2802,Nightwing,Siembra Valles Ancestral tequila,,Agave (Tequila) (Blanco),,,3,,3
Welcome Home,2803,Nightwing,East India Solera sherry,,Sherry (East India),,,,3,3
Welcome Home,2804,Nightwing,Plantation Pineapple rum,,Rum (Pineapple),,,,3,3
Welcome Home,2805,Nightwing,Amaro Ramazzotti,,Amaro (Medium) (Ramazzotti),,,,3,3
Welcome Home,2806,Nightwing,Bittermens Xocolatl mole bitters,,Bitters (Mole),,,3,,3
Welcome Home,2807,,,,,,,,,
Welcome Home,2808,Nite Tripper,Wild Turkey 101 rye,,Whiskey (Rye),,,3,,3
Welcome Home,2809,Nite Tripper,Dolin dry vermouth,,Vermouth (Dry),,,3,,3
Welcome Home,2810,Nite Tripper,Cynar,,Amaro (Carciofo) (Cynar),,,3,,3
Welcome Home,2811,Nite Tripper,Combier pamplemousse rose liqueur,,Liqueur (Grapefruit),,,,3,3
Welcome Home,2812,Nite Tripper,St-Germain elderflower liqueur,,Liqueur (Elderflower),,,3,,3
Welcome Home,2813,Nite Tripper,1 grapefruit twist,,Citrus (Grapefruit),,,3,,3
Welcome Home,2814,,,,,,,,,
Welcome Home,2815,No Paddle,Rabbit Hole bourbon,,Whiskey (Bourbon),,,2,,
Welcome Home,2816,No Paddle,Dolin blanc vermouth,,Vermouth (Blanc),,,2,,
Welcome Home,2817,No Paddle,Campari,,Amaro (Aperitivo) (Campari),,,3,,
Welcome Home,2818,No Paddle,St. George raspberry eau-de-vie,,Eau-de-vie (Raspberry),,,,,
Welcome Home,2819,No Paddle,Giffard crème de pamplemousse rose,,Liqueur (Grapefruit),,,,,
Welcome Home,2820,No Paddle,1 lemon twist,,Citrus (Lemon),,,3,,
Welcome Home,2821,,,,,,,,,
Welcome Home,2822,No Shade in the Shadows,Domaine d’Esperance blanche Armagnac,,Brandy (Grape) (Unaged),,,,,
Welcome Home,2823,No Shade in the Shadows,Pineapple-Infused Tanqueray Gin ,,Gin (London dry) (Infusion : Pineapple),Infusion,,,,
Welcome Home,2824,No Shade in the Shadows,Cocchi vermouth di Torino,,Vermouth (Sweet),,,3,,
Welcome Home,2825,No Shade in the Shadows,Luxardo maraschino liqueur,,Liqueur (Maraschino Cherry),,,3,,
Welcome Home,2826,No Shade in the Shadows,absinthe,,Absinthe,,,3,,
Welcome Home,2827,No Shade in the Shadows,1 lemon twist,,Citrus (Lemon),,,3,,
Welcome Home,2828,,,,,,,,,
Welcome Home,2829,Oculus,Domaine du Manoir de Montreuil Reserve,,Brandy (Apple),,,3,,3
Welcome Home,2830,Oculus,Brennivin aquavit,,Aquavit,,,,,3
Welcome Home,2831,Oculus,Don Ciccio & Figli Finocchietto fennel liqueur,,Liqueur (Fennel),,,,,3
Welcome Home,2832,Oculus,Lillet blanc,,Apéritif (Lillet blanc),,,3,,3
Welcome Home,2833,Oculus,Cyril Zangs 00 apple cider eau-de-vie,,Eau-de-vie (Apple),,,,,3
Welcome Home,2834,Oculus,absinthe,,Absinthe,,,3,,3
Welcome Home,2835,Oculus,1 lemon twist,,Citrus (Lemon),,,3,,3
Welcome Home,2836,,,,,,,,,
Welcome Home,2837,Old Castille,Domaine du Manoir de Montreuil Reserve,,Brandy (Apple),,,3,,3
Welcome Home,2838,Old Castille,Clear Creek 2-year apple eau-de-vie,,Brandy (Apple),,,3,,3
Welcome Home,2839,Old Castille,Blandy’s 5-year Malmsey madeira,,Wine (Madeira),,,,,3
Welcome Home,2840,Old Castille,Fusion verjus blanc,,Verjus (Blanc),,,,3,3
Welcome Home,2841,Old Castille,Cinnamon Syrup ,,Syrup (Cinnamon),,,3,,3
Welcome Home,2842,Old Castille,Bittermens Xocolatl mole bitters,,Bitters (Mole),,,3,,3
Welcome Home,2843,Old Castille,1 lemon twist and 1 rosemary sprig,,Citrus (Lemon) and Herb (Rosemary),,,3,,3
Welcome Home,2844,,,,,,,,,
Welcome Home,2845,One Armed Scissor,Beefeater gin,,Gin (London dry),,,3,,2
Welcome Home,2846,One Armed Scissor,St. George green chile vodka,,Vodka (Green chile),,,,3,2
Welcome Home,2847,One Armed Scissor,Clairin Vaval Haitian rum,,Rum (Clairin),,,3,,2
Welcome Home,2848,One Armed Scissor,Dolin blanc vermouth,,Vermouth (Blanc),,,2,,2
Welcome Home,2849,One Armed Scissor,Strega,,Liqueur (Strega),,,,3,2
Welcome Home,2850,One Armed Scissor,absinthe,,Absinthe,,,3,,2
Welcome Home,2851,One Armed Scissor,House Orange Bitters ,,Bitters (Orange),,,3,,2
Welcome Home,2852,One Armed Scissor,1 orange twist,,Citrus (Orange),,,3,,2
Welcome Home,2853,,,,,,,,,
Welcome Home,2854,Opposites Attract,Lustau East India Solera sherry,,Sherry (East India),,,,,
Welcome Home,2855,Opposites Attract,Nuestra Soledad San Luis del Rio mezcal,,Agave (Mezcal),,,3,,
Welcome Home,2856,Opposites Attract,Giffard elderflower liqueur,,Liqueur (Elderflower),,,3,,
Welcome Home,2857,Opposites Attract,Elisir Novasalus vino amaro,,Amaro (Elisir Novasalu),,,,,
Welcome Home,2858,,,,,,,,,
Welcome Home,2859,Original Sin,Lustau Vermut Rojo,,Vermouth (Sweet),,,3,,2
Welcome Home,2860,Original Sin,Ron Zacapa 23 rum,,Rum (Spanish),,,3,,2
Welcome Home,2861,Original Sin,Lustau Don Nuño oloroso sherry,,Sherry (Oloroso),,,3,,2
Welcome Home,2862,Original Sin,Don Ciccio & Figli Nocino,,Liqueur (Nocino),,,,2,2
Welcome Home,2863,Original Sin,Demerara Syrup ,,Syrup (Demerara),,,3,,2
Welcome Home,2864,Original Sin,1 orange twist,,Citrus (Orange),,,3,,2
Welcome Home,2865,,,,,,,,,
Welcome Home,2866,Orville Gibson,Oakland Spirits Co. Automatic Sea gin,,Gin (Contemporary),,,3,,
Welcome Home,2867,Orville Gibson,Dolin blanc vermouth,,Vermouth (Blanc),,,2,,
Welcome Home,2868,Orville Gibson,Dolin dry vermouth,,Vermouth (Dry),,,3,,
Welcome Home,2869,Orville Gibson,dashi Kombu–Infused Pear Brandy ,,Eau-de-vie (Pear) (Infusion : Dashi Kombu),Infusion,,,,
Welcome Home,2870,Orville Gibson,dashi Kombu–Infused Pear Brandy in an atomizer,,Eau-de-vie (Pear) (Infusion : (Dashi Kombu),Infusion,,,,
Welcome Home,2871,,,,,,,,,
Welcome Home,2872,Parquet Courts,Tariquet 15-year Bas-Armagnac,,Brandy (Grape),,,3,,
Welcome Home,2873,Parquet Courts,Avuá Amburana cachaça,,Cachaça (Aged) (Amburana),,,,,
Welcome Home,2874,Parquet Courts,Reisetbauer hazelnut eau-de-vie,,Eau-de-vie (Hazelnut),,,,,
Welcome Home,2875,Parquet Courts,Carpano Antica sweet vermouth,,Vermouth (Sweet),,,3,,
Welcome Home,2876,Parquet Courts,Vanilla Syrup ,,Syrup (Vanilla),,,2,,
Welcome Home,2877,Parquet Courts,Angostura bitters,,Bitters (Aromatic),,,3,,
Welcome Home,2878,,,,,,,,,
Welcome Home,2879,Part Time Lover,Dorothy Parker gin,,Gin (Contemporary),,,3,,
Welcome Home,2880,Part Time Lover,Orleans Borbon manzanilla sherry,,Sherry (Manzanilla),,,,,
Welcome Home,2881,Part Time Lover,Dolin blanc vermouth,,Vermouth (Blanc),,,2,,
Welcome Home,2882,Part Time Lover,green Chartreuse,,Chartreuse (Green),3,,,,
Welcome Home,2883,Part Time Lover,Luxardo maraschino liqueur,,Liqueur (Maraschino Cherry),,,3,,
Welcome Home,2884,Part Time Lover,absinthe,,Absinthe,,,3,,
Welcome Home,2885,Part Time Lover,1 lemon twist,,Citrus (Lemon),,,3,,
Welcome Home,2886,,,,,,,,,
Welcome Home,2887,Periscope,Imbue bittersweet vermouth,,Vermouth (Sweet),,,3,,
Welcome Home,2888,Periscope,Monkey 47 Schwartzwald dry gin,,Gin (Contemporary),,,3,,
Welcome Home,2889,Periscope,Mandarine Napoléon liqueur,,Liqueur (Mandarine),,,,,
Welcome Home,2890,Periscope,Marie Brizard white crème de cacao,,Liqueur (Cacao),,,,,
Welcome Home,2891,Periscope,House Orange Bitters ,,Bitters (Orange),,,3,,
Welcome Home,2892,Periscope,Angostura bitters,,Bitters (Aromatic),,,3,,
Welcome Home,2893,Periscope,1 orange twist,,Citrus (Orange),,,3,,
Welcome Home,2894,,,,,,,,,
Welcome Home,2895,Pixee Pecala,Del Maguey Chichicapa mezcal,,Agave (Mezcal),,,3,,
Welcome Home,2896,Pixee Pecala,Rhine Hall mango brandy,,Eau-de-vie (Mango),,,,,
Welcome Home,2897,Pixee Pecala,Ancho Reyes ancho chile liqueur,,Liqueur (Ancho Chile),,,,,
Welcome Home,2898,Pixee Pecala,Aperol,,Amaro (Aperitivo) (Aperol),,,,,
Welcome Home,2899,Pixee Pecala,Cocchi vermouth di Torino,,Vermouth (Sweet),,,3,,
Welcome Home,2900,Pixee Pecala,1 orange twist,,Citrus (Orange),,,3,,
Welcome Home,2901,,,,,,,,,
Welcome Home,2902,Plot Twist,González Byass La Copa vermouth,,Vermouth (Sweet),,,3,,
Welcome Home,2903,Plot Twist,Ransom Old Tom gin,,Gin (Old Tom) (Aged),,,,,
Welcome Home,2904,Plot Twist,Leopold Bros. Michigan tart cherry liqueur,,Liqueur (Cherry),,,,,
Welcome Home,2905,Plot Twist,Luxardo Amaro Abano,,Amaro (Dense) (Abano),,,,,
Welcome Home,2906,Plot Twist,1 orange twist,,Citrus (Orange),,,3,,
Welcome Home,2907,,,,,,,,,
Welcome Home,2908,Poniente,Noilly Prat extra dry vermouth,,Vermouth (Dry),,,3,,
Welcome Home,2909,Poniente,Cadenhead’s Old Raj gin,,Gin (London dry),,,3,,
Welcome Home,2910,Poniente,Gonzalez Byass Tio Pepe,,Sherry (Fino),,,,,
Welcome Home,2911,Poniente,extra-virgin olive oil,,Oil (Olive),,,3,,
Welcome Home,2912,Poniente,1 olive,,Olive,,,3,,
Welcome Home,2913,,,,,,,,,
Welcome Home,2914,Popeye Doyle,Navazos Palazzi oloroso rum,,Rum (Spanish) (Oloroso),,,,,
Welcome Home,2915,Popeye Doyle,Springbank 10-year scotch,,Whisky (Scotch) (Campbeltown),,,2,,
Welcome Home,2916,Popeye Doyle,Caffo Amaretto,,Liqueur (Amaretto),,,,,
